entity_id	label	old_date	old_precision	new_date_type	new_date	new_precision
1	World War I	1914-07-28	3	point_in_time	1914-07-28	3
2	World War II	1939-09-01	3	point_in_time	1939-09-01	3
3	atomic bombings of Hiroshima and Nagasaki	1945-08-06	3	point_in_time	1945-08-06	3
5	punk rock	1975-01-01	1	point_in_time	1975-01-01	1
6	Moonmadness	1976-03-01	2	release	1976-03-01	2
7	Percy	1971-01-01	1	release	1971-01-01	1
8	Percy's Progress	1974-01-01	1	release	1974-01-01	1
9	A Love Supreme	1965-02-01	2	release	1965-02-01	2
10	May 68	1968-01-01	1	point_in_time	1968-01-01	1
11	Pirates II: Stagnetti's Revenge	2008-09-27	3	release	2008-09-27	3
12	Eraserhead	1977-01-01	1	release	1977-01-01	1
14	London Calling	1979-12-14	3	release	1979-12-14	3
15	Scream	1996-12-18	3	release	1996-12-18	3
16	The Seventh Victim	1943-01-01	1	release	1943-01-01	1
17	Deathdream	1974-08-29	3	release	1974-08-29	3
18	Men of Israel	2009-01-01	1	release	2009-01-01	1
20	MTV	1981-08-01	3	point_in_time	1981-08-01	3
21	Invasion of the Body Snatchers	1956-02-05	3	release	1956-02-05	3
22	Das indische Tuch	1963-01-01	1	release	1963-01-01	1
23	The Tragical History of the Life and Death of Doctor Faustus	1604-01-01	1	publication	1604-01-01	1
24	Stonewall riots	1969-06-28	3	point_in_time	1969-06-28	3
25	Trzecia część nocy	1972-01-01	1	release	1972-01-01	1
26	They Live	1988-11-04	3	release	1988-11-04	3
27	Excession	1996-01-01	1	publication	1996-01-01	1
28	glam rock	1969-01-01	1	point_in_time	1969-01-01	1
29	New Line Cinema	1967-01-01	1	inception	1967-01-01	1
31	O-Bi, O-Ba. Koniec cywilizacji	1985-01-01	1	release	1985-01-01	1
32	The Picture of Dorian Gray	1890-01-01	1	publication	1890-01-01	1
33	First Two 7s on a 12	1984-03-01	2	release	1984-03-01	2
34	2001: A Space Odyssey	1968-01-01	1	release	1968-01-01	1
35	Alien	1979-05-25	3	release	1979-05-25	3
36	Dr. Strangelove	1964-01-01	1	release	1964-01-01	1
37	Bram Stoker's Dracula	1992-11-13	3	release	1992-11-13	3
38	Spartacus	1960-01-01	1	release	1960-01-01	1
39	The Birds	1963-01-01	1	release	1963-01-01	1
41	Chi l'ha vista morire?	1972-05-12	3	release	1972-05-12	3
42	Dune	1984-12-14	3	release	1984-12-14	3
43	Gay Sex in the 70s	2005-01-01	1	release	2005-01-01	1
44	Slanted and Enchanted	1992-04-20	3	release	1992-04-20	3
45	Creature from the Black Lagoon	1954-01-01	1	release	1954-01-01	1
46	M	1931-01-01	1	release	1931-01-01	1
47	Santo contra cerebro del mal	1961-01-01	1	release	1961-01-01	1
48	The Invisible Man	1933-01-01	1	release	1933-01-01	1
49	Berserk!	1967-01-01	1	release	1967-01-01	1
50	Nothing But the Night	1972-01-01	1	release	1972-01-01	1
51	Nosferatu – Eine Symphonie des Grauens	1922-02-17	3	release	1922-02-17	3
52	Diary of a Nudist	1961-01-01	1	release	1961-01-01	1
53	Das Cabinet des Dr. Caligari	1920-02-27	3	release	1920-02-27	3
54	The Plague of the Zombies	1966-01-02	3	release	1966-01-02	3
55	Nosferatu – Phantom der Nacht	1979-01-01	1	release	1979-01-01	1
56	Fresh Fruit for Rotting Vegetables	1980-09-02	3	release	1980-09-02	3
57	Carrie	1976-11-03	3	release	1976-11-03	3
58	Psycho	1960-01-01	1	release	1960-01-01	1
59	Der Zinker	1963-01-01	1	release	1963-01-01	1
60	The United States of America	1967-01-01	1	point_in_time	1967-01-01	1
61	Stranger than Fiction	1994-08-30	3	release	1994-08-30	3
62	Entertainment!	1979-09-25	3	release	1979-09-25	3
63	Universal Pictures	1912-04-30	3	inception	1912-04-30	3
64	Energy	1989-01-01	1	release	1989-01-01	1
65	Tales of the Unexpected	1979-03-24	3	broadcast_start	1979-03-24	3
66	Ramones	1976-04-23	3	release	1976-04-23	3
67	Empire	1965-03-06	3	release	1965-03-06	3
68	Der Todesking	1989-01-01	1	release	1989-01-01	1
70	Les Misérables	1862-01-01	1	publication	1862-01-01	1
71	A Clockwork Orange	1971-01-01	1	release	1971-01-01	1
72	The Wedding Banquet	1993-01-01	1	release	1993-01-01	1
73	The Sixth Sense	1999-01-01	1	release	1999-01-01	1
74	Zeichnungen des Patienten O. T.	1983-01-01	1	release	1983-01-01	1
75	鉄男	1989-01-01	1	release	1989-01-01	1
76	The Shining	1980-01-01	1	release	1980-01-01	1
77	Bohemian Rhapsody	1975-10-31	3	publication	1975-10-31	3
79	Jaws	1975-06-20	3	release	1975-06-20	3
80	Seven	1995-09-15	3	release	1995-09-15	3
81	Notre-Dame de Paris	1831-01-01	1	publication	1831-01-01	1
82	3D Sex and Zen: Extreme Ecstasy	2011-01-01	1	release	2011-01-01	1
83	A Night at the Opera	1975-11-21	3	release	1975-11-21	3
84	Trout Mask Replica	1969-06-16	3	release	1969-06-16	3
85	Solid Gold	1981-03-01	2	release	1981-03-01	2
86	Ninety-three	1874-01-01	1	publication	1874-01-01	1
87	ゴジラ対ヘドラ	1971-01-01	1	release	1971-01-01	1
88	The Doors	1967-01-04	3	release	1967-01-04	3
89	The Piper at the Gates of Dawn	1967-08-04	3	release	1967-08-04	3
90	J. D.'s Revenge	1976-01-01	1	release	1976-01-01	1
91	A Woman of No Importance	1893-01-01	1	inception	1893-01-01	1
93	Eyes Wide Shut	1999-01-01	1	release	1999-01-01	1
95	Salon Kitty	1976-03-02	3	release	1976-03-02	3
96	The Thing	1982-01-01	1	release	1982-01-01	1
97	In the Court of the Crimson King	1969-10-10	3	release	1969-10-10	3
98	Bleach	1989-06-15	3	release	1989-06-15	3
99	Dawn of the Dead	1978-09-02	3	release	1978-09-02	3
100	Day of the Dead	1985-06-30	3	release	1985-06-30	3
101	Sheer Heart Attack	1974-11-08	3	release	1974-11-08	3
102	Kollaps	1981-01-01	1	release	1981-01-01	1
103	Halloween	1978-10-25	3	release	1978-10-25	3
104	Queen II	1974-03-08	3	release	1974-03-08	3
105	The Blob	1958-01-01	1	release	1958-01-01	1
106	Wild Thing	1966-01-01	1	publication	1966-01-01	1
107	Go, Go, Second Time Virgin	1969-01-01	1	release	1969-01-01	1
108	Confusion Is Sex	1983-02-01	2	release	1983-02-01	2
109	Kimono My House	1974-01-01	1	release	1974-01-01	1
110	Full Metal Jacket	1987-01-01	1	release	1987-01-01	1
111	The Bedford Incident	1965-01-01	1	release	1965-01-01	1
113	The Devil in Miss Jones	1973-01-01	1	release	1973-01-01	1
114	Jabberwocky	1871-01-01	1	publication	1871-01-01	1
115	London After Midnight	1927-01-01	1	release	1927-01-01	1
116	This Nation's Saving Grace	1985-01-01	1	release	1985-01-01	1
117	Plan 9 from Outer Space	1957-03-15	3	release	1957-03-15	3
118	154	1979-09-01	2	release	1979-09-01	2
119	The Velvet Underground & Nico	1967-03-12	3	release	1967-03-12	3
120	Tragic Songs of Life	1956-10-01	2	release	1956-10-01	2
121	Robot Monster	1953-01-01	1	release	1953-01-01	1
122	Consider Phlebas	1987-01-01	1	publication	1987-01-01	1
123	School's Out	1972-06-01	2	release	1972-06-01	2
124	UNDERWATER LOVE -おんなの河童-	2011-01-01	1	release	2011-01-01	1
125	Floodland	1987-11-13	3	release	1987-11-13	3
126	Scream 2	1997-01-01	1	release	1997-01-01	1
127	Paranoid	1970-09-18	3	release	1970-09-18	3
128	Mulholland Drive	2001-01-01	1	release	2001-01-01	1
129	The Elephant Man	1980-10-03	3	release	1980-10-03	3
130	The Exorcist	1973-12-26	3	release	1973-12-26	3
131	Napster	1999-01-01	1	inception	1999-01-01	1
132	Vincebus Eruptum	1968-01-01	2	release	1968-01-01	2
133	Dracula	1931-02-12	3	release	1931-02-12	3
134	Frankenchrist	1985-10-01	3	release	1985-10-01	3
135	Deranged	1974-01-01	1	release	1974-01-01	1
136	Kind of Blue	1959-08-17	3	release	1959-08-17	3
137	Il rosso segno della follia	1970-01-01	1	release	1970-01-01	1
138	Our Finest Flowers	1992-01-01	1	release	1992-01-01	1
139	The Hunchback of Notre Dame	1923-01-01	1	release	1923-01-01	1
140	99 Women	1968-01-01	1	release	1968-01-01	1
141	Lost Highway	1997-01-15	3	release	1997-01-15	3
142	倩女幽魂	1987-07-18	3	release	1987-07-18	3
143	倩女幽魂II：人間道	1990-01-01	1	release	1990-01-01	1
144	倩女幽魂III：道道道	1991-01-01	1	release	1991-01-01	1
145	A History of Violence	2005-05-16	3	release	2005-05-16	3
146	Dragnet	1979-10-26	3	release	1979-10-26	3
147	Surface Detail	2010-10-07	3	publication	2010-10-07	3
148	I Know What You Did Last Summer	1997-10-17	3	release	1997-10-17	3
149	死亡寫真	2004-11-04	3	release	2004-11-04	3
150	Happy Birthday to Me	1981-01-01	1	release	1981-01-01	1
151	Safe as Milk	1967-06-01	2	release	1967-06-01	2
152	Abbott and Costello Meet Frankenstein	1948-06-15	3	release	1948-06-15	3
153	King Kong	1933-01-01	1	release	1933-01-01	1
155	Il portiere di notte	1974-04-03	3	release	1974-04-03	3
156	Sébastien Roch	1890-01-01	1	publication	1890-01-01	1
157	Interview with the Vampire: The Vampire Chronicles	1994-11-11	3	release	1994-11-11	3
158	Verführung: Die grausame Frau	1985-01-01	1	release	1985-01-01	1
159	Schramm	1993-01-01	1	release	1993-01-01	1
160	A doppia faccia	1969-01-01	1	release	1969-01-01	1
161	The House That Dripped Blood	1971-02-21	3	release	1971-02-21	3
162	Passenger 57	1992-01-01	1	release	1992-01-01	1
163	The Evil Dead	1981-01-01	1	release	1981-01-01	1
164	Black Sabbath	1970-02-13	3	release	1970-02-13	3
165	A Nightmare on Elm Street	1984-01-01	1	release	1984-01-01	1
166	...E tu vivrai nel terrore! L'aldilà	1981-01-01	1	release	1981-01-01	1
167	Вий	1967-11-27	3	release	1967-11-27	3
168	Sorority House Massacre II	1990-01-01	1	release	1990-01-01	1
169	True Heart	1997-01-01	1	release	1997-01-01	1
170	Cosa avete fatto a Solange?	1972-03-09	3	release	1972-03-09	3
171	Use of Weapons	1990-01-01	1	publication	1990-01-01	1
172	Songs for Drella	1990-04-11	3	release	1990-04-11	3
173	Bride of the Monster	1955-01-01	1	release	1955-01-01	1
174	Pink Flag	1977-11-01	2	release	1977-11-01	2
175	Strategies Against Architecture II	1991-05-21	3	release	1991-05-21	3
176	Fright Night	1985-08-02	3	release	1985-08-02	3
177	Low-Life	1985-05-13	3	release	1985-05-13	3
178	The Faculty	1998-01-01	1	release	1998-01-01	1
179	A Nightmare on Elm Street 3: Dream Warriors	1987-02-27	3	release	1987-02-27	3
180	Maniac	1980-01-01	1	release	1980-01-01	1
181	My Generation	1965-12-03	3	release	1965-12-03	3
182	Morte sospetta di una minorenne	1975-01-01	1	release	1975-01-01	1
183	The Stooges	1969-08-05	3	release	1969-08-05	3
184	Naked Lunch	1959-01-01	1	publication	1959-01-01	1
185	Faust IV	1973-09-21	3	release	1973-09-21	3
186	Le Journal d'une femme de chambre	1900-01-01	1	publication	1900-01-01	1
187	Near Dark	1987-01-01	1	release	1987-01-01	1
188	Count Dracula	1970-01-01	1	release	1970-01-01	1
189	Hasta el viento tiene miedo	1968-05-30	3	release	1968-05-30	3
190	Afrodite Superstar	2006-01-01	1	release	2006-01-01	1
191	The Brood	1979-05-25	3	release	1979-05-25	3
192	Agents of Fortune	1975-01-01	1	release	1975-01-01	1
193	…And Out Come the Wolves	1995-08-22	3	release	1995-08-22	3
194	…But Seriously	1989-11-24	3	release	1989-11-24	3
195	Pure Mania	1977-01-01	1	release	1977-01-01	1
196	The Wolf Man	1941-01-01	1	release	1941-01-01	1
197	Demon Wind	1990-01-01	1	release	1990-01-01	1
198	Marquee Moon	1977-02-01	2	release	1977-02-01	2
199	Assault on Precinct 13	1976-11-05	3	release	1976-11-05	3
200	Hexen bis aufs Blut gequält	1970-01-01	1	release	1970-01-01	1
201	Alraune	1928-01-01	1	release	1928-01-01	1
202	Never Mind the Bollocks Here's the Sex Pistols	1977-10-28	3	release	1977-10-28	3
203	Nicht der Homosexuelle ist pervers, sondern die Situation, in der er lebt	1970-01-01	1	release	1970-01-01	1
204	Taxi zum Klo	1980-01-01	1	release	1980-01-01	1
205	Dzieje grzechu	1975-01-01	1	release	1975-01-01	1
208	Drácula contra Frankenstein	1972-10-04	3	release	1972-10-04	3
209	The Dead Zone	1983-01-01	1	release	1983-01-01	1
210	The Player of Games	1988-08-01	2	publication	1988-08-01	2
211	Le notti erotiche dei morti viventi	1980-01-01	1	release	1980-01-01	1
212	La chiave	1983-01-01	1	release	1983-01-01	1
213	The Fly	1986-08-15	3	release	1986-08-15	3
214	Les héroïnes du mal	1979-03-07	3	release	1979-03-07	3
215	Contamination	1980-01-01	1	release	1980-01-01	1
216	Barry Lyndon	1975-01-01	1	release	1975-01-01	1
217	Columbine High School massacre	1999-04-20	3	point_in_time	1999-04-20	3
218	Die Zärtlichkeit der Wölfe	1973-01-01	1	release	1973-01-01	1
219	Jack the Ripper – Der Dirnenmörder von London	1976-10-01	3	release	1976-10-01	3
220	Nekromantik 2	1991-01-01	1	release	1991-01-01	1
221	Peeping Tom	1960-01-01	1	release	1960-01-01	1
222	Sadomania – Hölle der Lust	1980-01-01	1	release	1980-01-01	1
223	The Witch Hunter of Blackmoor	1969-01-01	1	release	1969-01-01	1
224	Ace of Spades	1980-11-08	3	release	1980-11-08	3
226	三更2	2004-01-01	1	release	2004-01-01	1
228	Saw	2003-01-01	1	release	2003-01-01	1
229	Anarchy in the U.K.	1976-11-26	3	publication	1976-11-26	3
230	대괴수 용가리	1967-01-01	1	release	1967-01-01	1
231	Spellbound	1945-01-01	1	release	1945-01-01	1
232	Poltergeist	1982-01-01	1	release	1982-01-01	1
233	Copycat	1995-10-27	3	release	1995-10-27	3
234	The Little Shop of Horrors	1960-01-01	1	release	1960-01-01	1
235	Motorpsycho	1965-01-01	1	release	1965-01-01	1
236	The Lodger: A Story of the London Fog	1927-02-14	3	release	1927-02-14	3
237	Deep Throat	1972-01-01	1	release	1972-01-01	1
238	The Lost Boys	1987-07-31	3	release	1987-07-31	3
239	Do or Die	1998-01-01	1	release	1998-01-01	1
240	Downtown 81	1980-01-01	1	release	2001-01-01	1
241	The Nightcomers	1971-08-30	3	release	1971-08-30	3
242	Le Temps retrouvé	1998-01-01	1	release	1998-01-01	1
244	La vergine, il toro e il capricorno	1977-01-01	1	release	1977-01-01	1
245	Scalps	1983-01-01	1	release	1983-01-01	1
246	Real Life	1978-06-01	2	release	1978-06-01	2
247	El exilio de Gardel (Tangos)	1985-01-01	1	release	1985-01-01	1
248	Battle in Outer Space	1959-01-01	1	release	1959-01-01	1
249	Trans-Europ-Express	1966-01-01	1	release	1966-01-01	1
250	Pump Up the Valuum	2000-01-01	1	release	2000-01-01	1
251	The Golem: How He Came into the World	1920-10-29	3	release	1920-10-29	3
252	Sulk	1982-05-14	3	release	1982-05-14	3
253	White Light/White Heat	1968-01-30	3	release	1968-01-30	3
254	La tarantola dal ventre nero	1971-01-01	1	release	1971-01-01	1
255	The Terror State	2003-01-01	1	release	2003-01-01	1
256	Flesh for Frankenstein	1973-11-30	3	release	1973-11-30	3
257	Cape Fear	1962-01-01	1	release	1962-01-01	1
258	リング	1998-01-31	3	release	1998-01-31	3
259	Songs the Lord Taught Us	1980-05-01	2	release	1980-05-01	2
260	Angels Over Broadway	1940-01-01	1	release	1940-01-01	1
261	The Art of Walking	1980-06-01	2	release	1980-06-01	2
262	Mio caro assassino	1972-01-01	1	release	1972-01-01	1
263	Juliette	1797-01-01	1	publication	1797-01-01	1
264	This Is Our Music	1990-01-01	1	release	1990-01-01	1
265	Attack of the Killer Tomatoes	1978-10-04	3	release	1978-10-04	3
266	The Giant Spider Invasion	1975-01-01	1	release	1975-01-01	1
267	Angry Machines	1996-10-04	3	release	1996-10-04	3
268	The Mummy	1959-01-01	1	release	1959-01-01	1
269	Frankenstein	1931-11-21	3	release	1931-11-21	3
270	Suspiria	1977-02-01	3	release	1977-02-01	3
271	Animal Boy	1986-05-01	2	release	1986-05-01	2
272	Animalize	1984-09-13	3	release	1984-09-13	3
273	Das Schloss von Otranto	1764-01-01	1	publication	1764-01-01	1
274	Anita – Tänze des Lasters	1988-02-25	3	release	1988-02-25	3
275	Der Student von Prag	1913-08-22	3	release	1913-08-22	3
276	Scanners	1981-01-14	3	release	1981-01-14	3
277	Aladdin Sane	1973-04-13	3	release	1973-04-13	3
278	Marines, Let's Go	1961-01-01	1	release	1961-01-01	1
279	The Steel Helmet	1951-01-01	1	release	1951-01-01	1
280	Three	2002-01-01	1	release	2002-01-01	1
281	オーディション	1999-01-01	1	release	1999-01-01	1
282	Das Wachsfigurenkabinett	1924-01-01	1	release	1924-01-01	1
283	Klimt	2006-01-01	1	release	2006-01-01	1
284	Surfer Rosa	1988-03-21	3	release	1988-03-21	3
285	Bloodsport III	1997-01-01	1	release	1997-01-01	1
286	You Really Got Me	1964-08-04	3	publication	1964-08-04	3
288	You're Living All Over Me	1987-12-14	3	release	1987-12-14	3
289	Pink Narcissus	1971-05-24	3	release	1971-05-24	3
290	Suicide	1977-01-01	1	release	1977-01-01	1
291	Vampyros Lesbos – Erbin des Dracula	1971-01-01	1	release	1971-01-01	1
292	The Dark Mirror	1946-01-01	1	release	1946-01-01	1
293	Szamanka	1996-05-10	3	release	1996-05-10	3
294	Pod	1990-05-29	3	release	1990-05-29	3
295	Martyrs	2008-05-01	2	release	2008-05-01	2
296	Them!	1954-01-01	1	release	1954-01-01	1
297	Factory Records	1978-01-01	1	inception	1978-01-01	1
298	Debbie Does Dallas	1978-01-01	1	release	1978-01-01	1
299	The Rocky Horror Show	1973-01-01	1	first_performance	1973-01-01	1
300	Shout at the Devil	1983-09-26	3	release	1983-09-26	3
301	Civil Rights Act of 1964	1964-07-02	3	point_in_time	1964-07-02	3
302	Eaten Alive	1976-10-01	2	release	1976-10-01	2
303	Meet The Residents	1974-04-01	3	release	1974-04-01	3
304	Die blaue Hand	1967-01-01	1	release	1967-01-01	1
305	三大怪獣 地球最大の決戦	1964-12-20	3	release	1964-12-20	3
306	Can the Can	1973-01-01	1	publication	1973-01-01	1
307	Chelsea Girl	1967-10-09	3	release	1967-10-09	3
308	Il fantasma di Sodoma	1988-01-01	1	release	1988-01-01	1
309	The Killing	1956-01-01	1	release	1956-01-01	1
310	The Only Ones	1979-01-01	1	release	1979-01-01	1
311	The Young Marrieds	1971-01-01	1	release	1971-01-01	1
312	The Incubus	1982-01-01	1	release	1982-01-01	1
313	Prayers on Fire	1981-04-06	3	release	1981-04-06	3
314	Almost Transparent Blue	1976-07-09	3	publication	1976-07-09	3
315	Concrete Island	1974-01-01	1	publication	1974-01-01	1
316	Invasion of the Body Snatchers	1978-12-20	3	release	1978-12-20	3
317	The Spiral Staircase	1946-01-01	1	release	1946-01-01	1
318	The Collector	2009-01-01	1	release	2009-01-01	1
319	Cocaine Nights	1996-01-01	1	publication	1996-01-01	1
320	La frusta e il corpo	1963-08-29	3	release	1963-08-29	3
321	Prince of Darkness	1987-01-01	1	release	1987-01-01	1
322	Guncrazy	1992-01-01	1	release	1992-01-01	1
323	The Devil's Daffodil	1961-01-01	1	release	1961-01-01	1
324	The Dentist	1996-01-01	1	release	1996-01-01	1
325	Roxy Music	1972-06-16	3	release	1972-06-16	3
326	In the Flat Field	1980-10-01	3	release	1980-10-01	3
327	Der schwarze Abt	1963-01-01	1	release	1963-01-01	1
328	In on the Kill Taker	1993-01-01	1	release	1993-01-01	1
329	The Wizard of Gore	1970-01-01	1	release	1970-01-01	1
330	Rosemary's Baby	1968-01-01	1	release	1968-01-01	1
331	Motion Picture Production Code	1930-01-01	1	point_in_time	1930-01-01	1
332	Crazy Rhythms	1980-04-01	2	release	1980-04-01	2
333	No More Heroes	1977-01-01	1	release	1977-01-01	1
334	Phantasm	1979-01-01	2	release	1979-01-01	2
335	Demonia	1990-01-01	1	release	1990-01-01	1
336	Plastic Surgery Disasters	1982-11-01	2	release	1982-11-01	2
337	Crazy Nights	1987-09-15	3	release	1987-09-15	3
338	Transient Random-Noise Bursts with Announcements	1993-01-01	1	release	1993-01-01	1
339	Stage Fright	1987-01-01	1	release	1987-01-01	1
340	Edward II	1991-01-01	1	release	1991-01-01	1
341	4 mosche di velluto grigio	1971-12-17	3	release	1971-12-17	3
342	Night of the Living Dead	1968-01-01	1	release	1968-01-01	1
343	Mail Order Bride	1964-01-01	1	release	1964-01-01	1
344	The Fury	1978-03-10	3	release	1978-03-10	3
345	The Crazies	1973-03-16	3	release	1973-03-16	3
346	The Collector	1965-01-01	1	release	1965-01-01	1
347	Some Friendly	1990-01-01	1	release	1990-01-01	1
348	Wild in the Streets	1982-01-01	1	release	1982-01-01	1
349	Aline et Valcour	1793-01-01	1	publication	1793-01-01	1
350	Hed PE	1997-01-01	1	release	1997-01-01	1
351	Nowhere	1997-01-01	1	release	1997-01-01	1
352	Jewels	2007-01-01	1	release	2007-01-01	1
353	Transformer	1972-11-08	3	release	1972-11-08	3
354	Fire of Love	1981-08-31	3	release	1981-08-31	3
355	モスラ対ゴジラ	1964-04-29	3	release	1964-04-29	3
356	The Fuse	2005-01-01	1	release	2005-01-01	1
357	Dead Ringers	1988-01-01	1	release	1988-01-01	1
358	Wes Craven's New Nightmare	1994-01-01	1	release	1994-01-01	1
359	Don't Open Till Christmas	1984-01-01	1	release	1984-01-01	1
360	Night of the Living Dead	1979-01-01	1	publication	1979-01-01	1
361	Emmanuelle 5	1987-01-01	1	release	1987-01-01	1
363	SST Records	1978-01-01	1	inception	1978-01-01	1
364	Night Gallery	1969-11-08	3	broadcast_start	1969-11-08	3
365	Kaleidoscope	1980-08-01	3	release	1980-08-01	3
367	Pretty Poison	1968-01-01	1	release	1968-01-01	1
368	Chairs Missing	1978-08-01	2	release	1978-08-01	2
369	The Dictators Go Girl Crazy!	1975-01-01	1	release	1975-01-01	1
370	Dracula	1958-01-01	1	release	1958-01-01	1
371	A Blade in the Dark	1983-01-01	1	release	1983-01-01	1
372	Traci, I Love You	1987-01-29	3	release	1987-01-29	3
373	The Blair Witch Project	1999-01-01	1	release	1999-01-01	1
374	Maîtresse	1975-01-01	1	release	1975-01-01	1
375	Atomizer	1986-01-01	1	release	1986-01-01	1
376	Scorpio Rising	1963-01-01	1	release	1963-01-01	1
377	Три истории	1997-02-18	3	release	1997-02-18	3
378	The Deadly Spawn	1983-01-01	1	release	1983-01-01	1
379	Young Frankenstein	1974-12-15	3	release	1974-12-15	3
380	Nekromantik	1987-01-01	1	release	1987-01-01	1
381	Bloodsport II: The Next Kumite	1996-01-01	1	release	1996-01-01	1
382	Evilive	1982-12-01	2	release	1982-12-01	2
383	SPL: Sha Po Lang	2005-01-01	1	release	2005-01-01	1
384	Master of Reality	1971-07-21	3	release	1971-07-21	3
385	Don't Look Now	1973-01-01	1	release	1973-01-01	1
386	Blue Velvet	1986-01-01	1	release	1986-01-01	1
387	Here Are The Sonics	1964-01-01	1	release	1964-01-01	1
388	Tropic of Capricorn	1939-01-01	1	publication	1939-01-01	1
389	Society	1989-01-01	1	release	1989-01-01	1
390	La morte accarezza a mezzanotte	1972-01-01	1	release	1972-01-01	1
391	Famous Monsters	1999-01-01	1	release	1999-01-01	1
392	La 628-E8	1907-01-01	1	publication	1907-01-01	1
393	Not Available	1974-01-01	1	release	1974-01-01	1
394	Un bruit qui rend fou	1995-01-01	1	release	1995-01-01	1
395	ガメラ対大悪獣ギロン	1969-01-01	1	release	1969-01-01	1
396	The Sleep of Reason Produces Monsters (El sueño de la razón produce monstruos), from Los Caprichos (The Caprices)	1797-01-01	1	inception	1797-01-01	1
397	Group Sex	1980-01-01	1	release	1980-01-01	1
398	Il tuo vizio è una stanza chiusa e solo io ne ho la chiave	1972-01-01	1	release	1972-01-01	1
399	Venus in Furs	1869-01-01	1	publication	1870-01-01	1
400	Lisa e il diavolo	1974-01-01	1	release	1974-01-01	1
401	The Rise and Fall of Ziggy Stardust and the Spiders from Mars	1972-06-06	3	release	1972-06-06	3
402	Matter	2008-01-25	3	publication	2008-01-31	3
403	Dracula A.D. 1972	1972-06-26	3	release	1972-06-26	3
404	Nightmare Alley	1947-01-01	1	release	1947-01-01	1
405	Liebesbriefe einer portugiesischen Nonne	1977-03-10	3	release	1977-03-10	3
406	Prom Night	1980-07-18	3	release	1980-07-18	3
407	Greatest Hits Volume 1	1980-01-01	1	release	1980-01-01	1
408	April Fool's Day	1986-01-01	1	release	1986-01-01	1
409	Female Convict Scorpion: Jailhouse 41	1972-01-01	1	release	1972-01-01	1
410	The Torture Garden	1888-01-01	1	publication	1888-01-01	1
411	Querelle	1982-09-16	3	release	1982-09-16	3
412	L'uccello dalle piume di cristallo	1970-01-01	1	release	1970-01-01	1
413	Das Testament des Dr. Mabuse	1933-01-01	1	release	1933-01-01	1
414	Il gatto a nove code	1971-02-12	3	release	1971-02-12	3
415	A Chinese Ghost Story: The Tsui Hark Animation	1997-01-01	1	release	1997-01-01	1
416	Tales from the Crypt	1989-06-10	3	broadcast_start	1989-06-10	3
417	Caravan	1968-10-01	2	release	1968-10-01	2
418	色，戒	2007-01-01	1	release	2007-01-01	1
419	L'insegnante	1975-07-11	3	release	1975-07-11	3
420	Mad Monster Party	1967-01-01	1	release	1967-01-01	1
421	Dangerous Liaisons	2005-01-01	1	release	2005-01-01	1
422	The Black Scorpion	1957-01-01	1	release	1957-01-01	1
423	39/Smooth	1990-04-13	3	release	1990-04-13	3
424	Lonesome Cowboys	1968-11-01	2	release	1968-11-01	2
425	Here Come the Warm Jets	1974-01-01	2	release	1974-01-01	2
426	Slayed?	1972-01-01	1	release	1972-01-01	1
427	HotMen CoolBoyz	2000-01-01	1	release	2000-01-01	1
428	Black Monk Time	1966-03-01	2	release	1966-03-01	2
429	Unknown Pleasures	1979-07-14	3	release	1979-07-14	3
430	Motel Hell	1980-01-01	1	release	1980-01-01	1
431	Асса	1987-10-01	2	release	1987-10-01	2
432	Les Diaboliques	1954-01-01	1	release	1954-01-01	1
433	The Twilight Zone	1959-10-02	3	broadcast_start	1959-10-02	3
434	Inseminoid	1981-01-23	3	release	1981-01-23	3
435	Road to Ruin	1978-09-22	3	release	1978-09-22	3
436	Videodrome	1983-02-04	3	release	1983-02-04	3
437	Paths of Glory	1957-01-01	1	release	1957-01-01	1
438	Urban Legend	1998-01-01	1	release	1998-01-01	1
439	Flesheater	1988-01-01	1	release	1988-01-01	1
440	Les Raisins de la mort	1978-01-01	1	release	1978-01-01	1
441	狗咬狗	2006-01-01	1	release	2006-01-01	1
442	The Astro-Zombies	1968-01-01	1	release	1968-01-01	1
443	Wild at Heart	1990-01-01	1	release	1990-01-01	1
444	The Rocky Horror Picture Show	1975-01-01	1	release	1975-01-01	1
445	Eastern Promises	2007-01-01	1	release	2007-01-01	1
446	Asylum	1985-09-16	3	release	1985-09-16	3
447	Crossing the Red Sea with The Adverts	1978-01-01	1	release	1978-01-01	1
448	Live at the Witch Trials	1979-01-01	1	release	1979-01-01	1
449	The Modern Lovers	1976-08-01	2	release	1976-08-01	2
450	Germ Free Adolescents	1978-01-01	1	release	1978-01-01	1
451	Pretenders	1979-12-27	3	release	1979-12-27	3
452	Dub Housing	1978-11-01	2	release	1978-11-01	2
453	(GI)	1979-10-01	2	release	1979-10-01	2
454	Hunky Dory	1971-12-17	3	release	1971-12-17	3
455	Meat Puppets II	1984-04-01	2	release	1984-04-01	2
456	Non-Stop Erotic Cabaret	1981-11-27	3	release	1981-11-27	3
457	The Infotainment Scan	1993-01-01	1	release	1993-01-01	1
458	Closer	1980-07-01	2	release	1980-07-01	2
459	My War	1984-01-01	1	release	1984-01-01	1
460	Pink Prison	1999-01-01	1	release	1999-01-01	1
461	À rebours	1884-01-01	1	publication	1884-01-01	1
